REF DU MUSEE;NOM DU MUSEE;ANNEE;REGION;VILLE;DATE APPELLATION;PAYANT;GRATUIT;TOTAL;NOTE;ID MUSEOFILE;DEPARTEMENT;OBSERVATIONS
3018907;Musée des Cultures Taurines (Annexe du Vieux Nîmes);2009;LANGUEDOC-ROUSSILLON;NIMES;01/02/2003;331;6565;6896;;;GARD;
3018905;Musée des Beaux-Arts;2009;LANGUEDOC-ROUSSILLON;NIMES;01/02/2003;2212;14647;16859;;;GARD;
3035101;Musée Pierre de Luxembourg;2009;LANGUEDOC-ROUSSILLON;VILLENEUVE-LES-AVIGNON;01/02/2003;3504;2168;5672;;;GARD;
3400301;Musée Agathois;2009;LANGUEDOC-ROUSSILLON;AGDE;01/02/2003;3600;2446;6046;;;HERAULT;
3414201;Musée Fleury;2009;LANGUEDOC-ROUSSILLON;LODEVE;01/02/2003;62263;9879;72142;;;HERAULT;
3417203;Musée Fabre;2009;LANGUEDOC-ROUSSILLON;MONTPELLIER;06/01/2002;176786;77874;254660;;;HERAULT;
3428401;Musée de Préhistoire Régionale et du Mégalithisme;2009;LANGUEDOC-ROUSSILLON;SAINT-PONS-DE-THOMIERES;01/02/2003;2410;970;3380;;;HERAULT;
6613604;Muséum d'Histoire Naturelle;2009;LANGUEDOC-ROUSSILLON;PERPIGNAN;01/02/2003;982;7605;8587;;;PYRENEES ORIENTALES;
6613602;Musée des Monnaies et Médailles Joseph Puig;2009;LANGUEDOC-ROUSSILLON;PERPIGNAN;01/02/2003;97;1235;1332;;;PYRENEES ORIENTALES;
6613601;Musée du Castillet Casa Pairal;2009;LANGUEDOC-ROUSSILLON;PERPIGNAN;01/02/2003;6626;17769;24395;;;PYRENEES ORIENTALES;
1927201;Musée du Cloître de Tulle André Mazeyrie;2009;LIMOUSIN;TULLE;01/02/2003;4685;24117;28802;;;CORREZE;
8704101;Musée René Baubérot;2009;LIMOUSIN;CHATEAUPONSAC;01/02/2003;3277;771;4048;;;HAUTE VIENNE;
8708501;Musée de l'Evêché;2009;LIMOUSIN;LIMOGES;18/07/2002;;;;F;;HAUTE VIENNE;
5430001;Musée du Château de Montaigu;2009;LORRAINE;LANEUVEVILLE-DEVANT-NANCY;01/02/2003;;;;;;MEURTHE ET MOSELLE;"5427401 ; 5430001"
5546701;Musée Départemental Raymond Poincaré;2009;LORRAINE;SAMPIGNY;01/02/2003;494;416;910;;;MEUSE;
5552701;Musée d'Argonne;2009;LORRAINE;VARENNES-EN-ARGONNE;01/02/2003;2010;0;2010;;;MEUSE;
5553301;Musée Jeanne d'Arc;2009;LORRAINE;VAUCOULEURS;01/02/2003;1282;1130;2412;;;MEUSE;
5725601;Musée Départemental de la Guerre de 70;2009;LORRAINE;GRAVELOTTE;01/02/2003;;;;F;;MOSELLE;
5754001;Musée Militaire et Erckmann-Chatrian;2009;LORRAINE;PHALSBOURG;01/02/2003;926;142;1068;;;MOSELLE;
8816002;Musée de l'Image;2009;LORRAINE;EPINAL;01/02/2003;21887;5663;27550;;;VOSGES;
8816001;Musée Départemental d'Art Ancien et Contemporain;2009;LORRAINE;EPINAL;01/02/2003;19604;0;19604;;;VOSGES;
8841301;Musée Pierre Noël - Musée de la Vie dans les Hautes-Vosges;2009;LORRAINE;SAINT-DIE-DES-VOSGES;01/02/2003;3490;8186;11676;;;VOSGES;
9720902;Musée Régional d'Histoire et d'Ethnologie;2009;MARTINIQUE;FORT-DE-FRANCE;01/02/2003;1833;2250;4083;;;MARTINIQUE;
9720903;Muséum d'Histoire Naturelle;2009;MARTINIQUE;FORT-DE-FRANCE TERRE-SAINVILLE;01/02/2003;;;;F;;MARTINIQUE;
9723101;Musée de La Canne;2009;MARTINIQUE;LES TROIS ILETS;01/02/2003;9395;1721;11116;;;MARTINIQUE;
0912201;Musée Départemental de l'Ariège;2009;MIDI-PYRENEES;FOIX;01/02/2003;82793;6393;89186;;;ARIEGE;
0916001;Musée du Textile et du Peigne en Corne;2009;MIDI-PYRENEES;LAVELANET;01/02/2003;1313;74;1387;;;ARIEGE;
0918101;Musée de la Préhistoire;2009;MIDI-PYRENEES;LE MAS D'AZIL;01/02/2003;10732;813;11545;;;ARIEGE;
1220202;Musée des Beaux-Arts Denys Puech;2009;MIDI-PYRENEES;RODEZ;01/02/2003;1654;9387;11041;;;AVEYRON;
1225501;Musée du Charroi Rural et de l'Artisanat Traditionnel;2009;MIDI-PYRENEES;SALMIECH;01/02/2003;0;2360;2360;;;AVEYRON;
4610202;Musée Champollion - Les Ecriture du Monde;2009;MIDI-PYRENEES;FIGEAC;01/02/2003;32019;8787;40806;;;LOT;
4618201;"Musée Archéologique ""Armand-Viré""";2009;MIDI-PYRENEES;LUZECH;01/02/2003;830;1063;1893;;;LOT;
4624001;Musée d'Art Sacré;2009;MIDI-PYRENEES;ROCAMADOUR;01/02/2003;;;;F;;LOT;
4629901;Musée Départemental de Cuzals;2009;MIDI-PYRENEES;SAULIAC-SUR-CELE;01/02/2003;8563;0;8563;;;LOT;
4633001;Musée Municipal;2009;MIDI-PYRENEES;VAYRAC;01/02/2003;187;0;187;;;LOT;
8106501;Musée Goya;2009;MIDI-PYRENEES;CASTRES;06/01/2002;12554;10631;23185;;;TARN;
8106901;Musée Charles Portal - Histoire et Patrimoine;2009;MIDI-PYRENEES;CORDES-SUR-CIEL;01/02/2003;561;315;876;;;TARN;
8514601;Musée du Nord de la Vendée;2017;PAYS DE LA LOIRE;MONTAIGU;01/02/2003;;;;F;;VENDEE;
0411101;Musée de Salagon;2017;PROVENCE-ALPES-CÔTE D'AZUR;MANE;01/02/2003;26520;6588;33108;;;ALPES DE HAUTE PROVENCE;
0601801;Musée Fernand Léger;2017;PROVENCE-ALPES-CÔTE D'AZUR;BIOT;06/01/2002;13267;15427;28694;;;ALPES-MARITIMES;
0606901;Villa-Musée Jean-Honoré Fragonard;2017;PROVENCE-ALPES-CÔTE D'AZUR;GRASSE;01/02/2003;0;1901;1901;;;ALPES-MARITIMES;
0608303;Musée de Préhistoire Régionale;2017;PROVENCE-ALPES-CÔTE D'AZUR;MENTON;01/02/2003;1966;5468;7434;;;ALPES-MARITIMES;
0608804;Musée d'Art Naïf Anatole Jakovsky;2017;PROVENCE-ALPES-CÔTE D'AZUR;NICE;01/02/2003;2671;4841;7512;;;ALPES-MARITIMES;
0608810;Musée Archéologique - Site de Terra Amata;2017;PROVENCE-ALPES-CÔTE D'AZUR;NICE;01/02/2003;4206;14544;18750;;;ALPES-MARITIMES;
0608817;Musée National du Sport;2017;PROVENCE-ALPES-CÔTE D'AZUR;NICE;16/12/2003;31205;25763;56968;;;ALPES-MARITIMES;
0609801;Ecomusée du Pays de la Roudoule;2017;PROVENCE-ALPES-CÔTE D'AZUR;PUGET-ROSTANG;01/02/2003;1613;4591;6204;;;ALPES-MARITIMES;
1300404;Muséon Arlaten;2017;PROVENCE-ALPES-CÔTE D'AZUR;ARLES;01/02/2003;0;3129;3129;;;BOUCHES DU RHONE;
1305508;Musée d'Arts Africains, Océaniens, Amérindiens;2017;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;01/02/2003;;;;;;BOUCHES DU RHONE;"1305507 ; 1305508"
1320401;Musée des Beaux-Arts de Marseille;2017;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;06/01/2002;15384;31163;46547;;;BOUCHES DU RHONE;
1320691;Musée d'Art Contemporain - Galeries Contemporaines;2017;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;01/02/2003;12188;35248;47436;;;BOUCHES DU RHONE;
1320402;Muséum d'Histoire Naturelle;2017;PROVENCE-ALPES-CÔTE D'AZUR;MARSEILLE;06/01/2002;14179;53339;67518;;;BOUCHES DU RHONE;
1305601;Musée Ziem;2017;PROVENCE-ALPES-CÔTE D'AZUR;MARTIGUES;01/02/2003;0;14348;14348;;;BOUCHES DU RHONE;
1310001;Musée des Alpilles;2017;PROVENCE-ALPES-CÔTE D'AZUR;SAINT-REMY-DE-PROVENCE;01/02/2003;2898;5773;8671;;;BOUCHES DU RHONE;
1310301;Musée de l'Empéri de Salon et de la Crau;2017;PROVENCE-ALPES-CÔTE D'AZUR;SALON-DE-PROVENCE;01/02/2003;5983;23817;29800;;;BOUCHES DU RHONE;
8305001;Musée des Beaux-Arts;2017;PROVENCE-ALPES-CÔTE D'AZUR;DRAGUIGNAN;01/02/2003;0;1159;1159;;;VAR;
8305004;Musée de l'Artillerie;2017;PROVENCE-ALPES-CÔTE D'AZUR;DRAGUIGNAN;05/07/2006;0;13546;13546;;;VAR;
8306201;Musée Jean Aicard;2017;PROVENCE-ALPES-CÔTE D'AZUR;LE POUVEREL LA GARDE;01/02/2003;0;1825;1825;;;VAR;
8400704;Musée Calvet (et musée Lapidaire);2017;PROVENCE-ALPES-CÔTE D'AZUR;AVIGNON;06/01/2002;6678;19200;25878;;;VAUCLUSE;
8403105;Musée Sobirats;2017;PROVENCE-ALPES-CÔTE D'AZUR;CARPENTRAS;01/02/2003;0;351;351;;;VAUCLUSE;
8403502;Musée de l'Hôtel Dieu;2017;PROVENCE-ALPES-CÔTE D'AZUR;CAVAILLON;01/02/2003;;;;F;;VAUCLUSE;
8413901;Musée-Bibliothèque François Pétrarque;2017;PROVENCE-ALPES-CÔTE D'AZUR;FONTAINE-DE-VAUCLUSE;01/02/2003;1342;2091;3433;;;VAUCLUSE;
8407201;Musée Municipal Camille Pautet;2017;PROVENCE-ALPES-CÔTE D'AZUR;MAZAN;01/02/2003;;;;F;;VAUCLUSE;
8413701;Musée Archéologique Théo Desplans;2017;PROVENCE-ALPES-CÔTE D'AZUR;VAISON-LA-ROMAINE;01/02/2003;57924;10320;68244;;;VAUCLUSE;
0105302;Musée Départemental des Pays De l'Ain;2018;AUVERGNE-RHONE-ALPES;BOURG-EN-BRESSE;01/02/2003;;;;NC;;AIN;
0119201;Musée Archéologique;2018;AUVERGNE-RHONE-ALPES;IZERNORE;01/02/2003;1077;2764;3841;;;AIN;
0128301;Musée du Peigne et de la Plasturgie;2018;AUVERGNE-RHONE-ALPES;OYONNAX;01/02/2003;1503;2748;4251;;;AIN;
0129001;Musée du Vieux Pérouges;2018;AUVERGNE-RHONE-ALPES;PEROUGES;01/02/2003;8652;56;8708;;;AIN;
0331002;Musée des Arts D'Afrique et D'Asie;2018;AUVERGNE-RHONE-ALPES;VICHY;01/02/2003;3397;1555;4952;;;ALLIER;
1501402;Musée d'Art et d'Archéologie;2018;AUVERGNE-RHONE-ALPES;AURILLAC;01/02/2003;1291;10947;12238;;;CANTAL;
1516801;Ecomusée de Margeride-Haute-Auvergne;2018;AUVERGNE-RHONE-ALPES;RUYNES-EN-MARGERIDE;01/02/2003;5967;8342;14309;;;CANTAL;
2619801;Musée du Château des Adhémars;2018;AUVERGNE-RHONE-ALPES;MONTELIMAR;30/01/2003;11491;11955;23446;;;DRÔME;
2628101;Musée International de la Chaussure;2018;AUVERGNE-RHONE-ALPES;ROMANS;01/02/2003;13228;9734;22962;;;DRÔME;
7415201;Musée Léon Marès;2018;AUVERGNE-RHONE-ALPES;LOVAGNY;01/02/2003;29538;288;29826;;;HAUTE-SAVOIE;
3818501;Musée Archéologique Grenoble Saint-Laurent;2018;AUVERGNE-RHONE-ALPES;GRENOBLE;01/02/2003;0;47563;47563;;;ISERE;
3818502;Musée Dauphinois;2018;AUVERGNE-RHONE-ALPES;GRENOBLE;01/02/2003;0;84194;84194;;;ISERE;
3819001;Maison du Patrimoine de Hières-sur-Amby;2018;AUVERGNE-RHONE-ALPES;HIERES SUR AMBY;01/02/2003;7598;1122;8720;;;ISERE;
3854401;Musée-Cloître Saint-André-Le-Bas;2018;AUVERGNE-RHONE-ALPES;VIENNE;01/02/2003;4369;5620;9989;;;ISERE;
3856301;Musée Lucien Mainssieux;2018;AUVERGNE-RHONE-ALPES;VOIRON;28/07/2004;0;4768;4768;;;ISERE;
4221803;Musée Folklorique du Vieux Saint-Etienne;2018;AUVERGNE-RHONE-ALPES;SAINT-ETIENNE;01/02/2003;;;;R;;LOIRE;
4221901;Château de la Bastie d'Urfé;2018;AUVERGNE-RHONE-ALPES;SAINT-ETIENNE-LE-MOLARD;01/02/2003;7278;20199;27477;;;LOIRE;
4231801;Musée Rural;2018;AUVERGNE-RHONE-ALPES;USSON-EN-FOREZ;01/02/2003;2985;1444;4429;;;LOIRE;
6321101;Musée des Pénitents Blancs;2018;AUVERGNE-RHONE-ALPES;MARSAC-EN-LIVRADOIS;01/02/2003;129;0;129;;;PUY DE DÔME;
6324501;Musée Lapidaire;2018;AUVERGNE-RHONE-ALPES;MOZAC;01/02/2003;;;;F;;PUY DE DÔME;
6347001;Musée Municipal Marcel Sahut;2018;AUVERGNE-RHONE-ALPES;VOLVIC;01/02/2003;860;296;1156;;;PUY DE DÔME;
6900601;Musée Barthélemy-Thimonnier;2018;AUVERGNE-RHONE-ALPES;AMPLEPUIS;10/05/2005;1604;1679;3283;;;RHÔNE;
6912302;Musée des Arts Décoratifs;2018;AUVERGNE-RHONE-ALPES;LYON;2003-02-01 00:00:00;;;;;;RHÔNE;"6912301 ; 6912302"
6938602;Muséum d'histoire naturelle;2018;AUVERGNE-RHONE-ALPES;LYON;2003-02-01 00:00:00;;;;;;RHÔNE;"6938602 ; 6938603 ; 6938604"
7305401;Musée du Costume;2018;AUVERGNE-RHONE-ALPES;BOURG-SAINT-MAURICE;01/02/2003;;;;F;;SAVOIE;
7306501;Musée des Beaux-Arts;2018;AUVERGNE-RHONE-ALPES;CHAMBERY;06/01/2002;6089;22544;28633;;;SAVOIE;
2105404;Musée E.J Marey;2018;BOURGOGNE-FRANCHE-COMTE;BEAUNE;01/02/2003;;;;F;;CÔTE D’OR;
2142502;Musée des Beaux-Arts;2018;BOURGOGNE-FRANCHE-COMTE;MONTBARD;01/02/2003;0;150;150;;;CÔTE D’OR;
2146401;Musée Municipal;2018;BOURGOGNE-FRANCHE-COMTE;NUITS-SAINT-GEORGES;01/02/2003;390;5124;5514;;;CÔTE D’OR;
2538801;Musée Beurnier-Rossel;2018;BOURGOGNE-FRANCHE-COMTE;MONTBELIARD;01/02/2003;456;2009;2465;;;DOUBS;
7012201;Musée Départemental Albert-et-Félicie Demard - ATP;2018;BOURGOGNE-FRANCHE-COMTE;CHAMPLITTE;01/02/2003;4962;7205;12167;;;HAUTE-SAONE;
7024501;Ecomusée du Pays de la Cerise;2018;BOURGOGNE-FRANCHE-COMTE;FOUGEROLLES;01/02/2003;6182;4150;10332;;;HAUTE-SAONE;
7013901;Musée Départemental de la Montagne Albert Demard;2018;BOURGOGNE-FRANCHE-COMTE;LE HAUT-DU-THEM;01/02/2003;4463;3564;8027;;;HAUTE-SAONE;
7031101;Musée de la Tour des Echevins;2018;BOURGOGNE-FRANCHE-COMTE;LUXEUIL-LES-BAINS;01/02/2003;582;2740;3322;;;HAUTE-SAONE;
3909701;Musée Municipal d'Archéologie;2018;BOURGOGNE-FRANCHE-COMTE;CHAMPAGNOLE;01/02/2003;399;285;684;;;JURA;
3933301;Musée du Jouet;2018;BOURGOGNE-FRANCHE-COMTE;MOIRANS-EN-MONTAGNE;01/02/2003;39240;12208;51448;;;JURA;
5807901;Musée d'Art et d'Histoire Romain Rolland;2018;BOURGOGNE-FRANCHE-COMTE;CLAMECY;01/02/2003;1934;1822;3756;;;NIÈVRE;
5822701;Musée du Grès de Puisaye;2018;BOURGOGNE-FRANCHE-COMTE;SAINT-AMAND-EN-PUISAYE;01/02/2003;2110;0;2110;;;NIÈVRE;
7101401;Musée Verger Tarin;2018;BOURGOGNE-FRANCHE-COMTE;AUTUN;01/02/2003;;;;F;;SAONE ET LOIRE;
8902401;Muséum - Maison de l'Eau;2018;BOURGOGNE-FRANCHE-COMTE;AUXERRE;01/02/2003;0;17994;17994;;;YONNE;
8944601;Musée Zervos - Maison Romain Rolland;2018;BOURGOGNE-FRANCHE-COMTE;VEZELAY;01/02/2003;4903;2912;7815;;;YONNE;
8946401;Musée Villeneuvien;2018;BOURGOGNE-FRANCHE-COMTE;VILLENEUVE-SUR-YONNE;01/02/2003;0;1237;1237;;;YONNE;
2209301;Musée Mathurin Meheut;2018;BRETAGNE;LAMBALLE;02/05/2002;6417;917;7334;;;COTES D'ARMOR;
2901901;Musée des Beaux-Arts de Brest;2018;BRETAGNE;BREST;01/02/2003;4617;12407;17024;;;FINISTERE;
2901902;Musée National de la Marine;2018;BRETAGNE;BREST;06/01/2002;37252;36823;74075;;;FINISTERE;
2926101;Ecomusée des Monts d'Arrée - Maison Cornec;2018;BRETAGNE;RIVOAL;01/02/2003;;;;NC;;FINISTERE;
2904601;Le Port-Musée;2018;BRETAGNE;DOUARNENEZ;01/02/2003;31134;10405;41539;;;FINISTERE;
2922001;Musée Bigouden;2018;BRETAGNE;PONT-L'ABBE;01/02/2003;10075;3611;13686;;;FINISTERE;
2923201;Musée des Beaux-Arts;2018;BRETAGNE;QUIMPER;01/02/2003;34982;21122;56104;;;FINISTERE;
3523801;Musée de Bretagne;2018;BRETAGNE;RENNES;01/02/2003;19088;48247;67335;;;ILE ET VILAINE;
3528802;Musée d'Histoire de la Ville de Saint-Malo;2018;BRETAGNE;SAINT-MALO;01/02/2003;20387;11560;31947;;;ILE ET VILAINE;
5605701;Musée du Faouët;2018;BRETAGNE;LE FAOUET;14/11/2011;17299;4087;21386;;;MORBIHAN;
5626002;Musée d'Histoire et d'Archéologie de Vannes;2018;BRETAGNE;VANNES;01/02/2003;3034;7228;10262;;;MORBIHAN;
1803301;Musée Estève;2018;CENTRE-VAL DE LOIRE;BOURGES;01/02/2003;6337;950;7287;;;CHER;
2808503;Musée des Beaux-Arts;2018;CENTRE-VAL DE LOIRE;CHARTRES;01/02/2003;0;22047;22047;;;EURE ET LOIR;
3608801;Musée de l'Hospice Saint-Roch;2018;CENTRE-VAL DE LOIRE;ISSOUDUN;02/05/2002;0;18531;18531;;;INDRE;
3700302;Musée de la poste;2018;CENTRE-VAL DE LOIRE;AMBOISE;01/02/2003;;;;F;;INDRE ET LOIRE;
3700301;Musée - Hôtel Morin;2018;CENTRE-VAL DE LOIRE;AMBOISE;01/02/2003;0;8676;8676;;;INDRE ET LOIRE;
3720501;Musée Balzac;2018;CENTRE-VAL DE LOIRE;SACHE;30/04/2002;12578;6352;18930;;;INDRE ET LOIRE;
3724201;Ecomusée du Véron;2018;CENTRE-VAL DE LOIRE;SAVIGNY-EN-VERON;18/07/2002;3608;5109;8717;;;INDRE ET LOIRE;
3726104;Musée des Vins de Touraine;2018;CENTRE-VAL DE LOIRE;TOURS;01/02/2003;;;;F;;INDRE ET LOIRE;
3726105;Musée du Compagnonnage;2018;CENTRE-VAL DE LOIRE;TOURS;01/02/2003;23214;18980;42194;;;INDRE ET LOIRE;
3728201;Musée de Minerve;2018;CENTRE-VAL DE LOIRE;YZEURES-SUR-CREUSE;01/02/2003;;;;F;;INDRE ET LOIRE;
4101804;Maison de la Magie;2018;CENTRE-VAL DE LOIRE;BLOIS;01/02/2003;75288;23325;98613;;;LOIR ET CHER;
4101801;Château Musées de Blois;2018;CENTRE-VAL DE LOIRE;BLOIS;01/02/2003;284535;47990;332525;;;LOIR ET CHER;
4126901;Musée de Vendôme;2018;CENTRE-VAL DE LOIRE;VENDOME;01/02/2003;0;13142;13142;;;LOIR ET CHER;
4502801;Musée Daniel Vannier;2018;CENTRE-VAL DE LOIRE;BEAUGENCY;01/02/2003;;;;F;;LOIRET;
4520301;Musée Gaston Couté;2018;CENTRE-VAL DE LOIRE;MEUNG-SUR-LOIRE;01/02/2003;0;2572;2572;;;LOIRET;
4520801;Musée du Gatinais;2018;CENTRE-VAL DE LOIRE;MONTARGIS;27/12/2002;;;;F;;LOIRET;
2A00403;Musée Palais Fesch;2018;CORSE;AJACCIO;01/02/2003;27554;20343;47897;;;CORSE DU SUD;
2B16901;Musée Départemental Pascal Paoli;2018;CORSE;MOROSAGLIA;01/02/2003;3699;1381;5080;;;HAUTE-CORSE;
0805301;Musée de la Maison de la Dernière Cartouche;2018;GRAND EST;BAZEILLES;01/02/2003;1175;1388;2563;;;ARDENNES;
810502;Maison des Ailleurs - Arthur Rimbaud (Annexe musée Arthur Rimbaud);2018;GRAND EST;CHARLEVILLE-MEZIERES;01/02/2003;4882;3308;8190;;;ARDENNES;"0810501 ; 0810502"
1038707;Pharmacie Musée de l'Hôtel-Dieu;2018;GRAND EST;TROYES;01/02/2003;1196;4869;6065;;;AUBE;
6718001;Musée Historique;2018;GRAND EST;HAGUENAU;01/02/2003;4586;754;5340;;;BAS-RHIN;
6737201;Musée de l'Image Populaire de Pfaffenhoffen;2018;GRAND EST;PFAFFENHOFFEN;2002-09-07 00:00:00;1172;862;2034;;;BAS-RHIN;
6753801;Musée Lalique;2018;GRAND EST;WINGEN-SUR-MODER;15/03/2007;36413;12153;48566;;;BAS-RHIN;
6754401;Musée Westercamp;2018;GRAND EST;WISSEMBOURG;01/02/2003;0;461;461;;;BAS-RHIN;
6755001;Musée de la Bataille du 6 Août 1870;2018;GRAND EST;WOERTH;01/02/2003;1452;940;2392;;;BAS-RHIN;
5235301;Musée de la Coutellerie;2018;GRAND EST;NOGENT;18/04/2002;3896;881;4777;;;HAUTE-MARNE;
6806301;Musée de la Porte de Thann;2018;GRAND EST;CERNAY;01/02/2003;40;111;151;;;HAUT-RHIN;
6822401;Musée des Beaux-Arts;2018;GRAND EST;MULHOUSE;01/02/2003;0;19341;19341;;;HAUT-RHIN;
6827702;Musée du Dolder;2018;GRAND EST;RIQUEWIHR;01/02/2003;4203;1169;5372;;;HAUT-RHIN;
6827801;Musée du Papier Peint;2018;GRAND EST;RIXHEIM;01/02/2003;6334;5928;12262;;;HAUT-RHIN;
5123001;Musée Municipal d'Epernay;2018;GRAND EST;EPERNAY;01/02/2003;0;720;720;;;MARNE;
5145401;Musée des Beaux-Arts de Saint-Denis;2018;GRAND EST;REIMS;06/01/2002;47031;0;47031;;;MARNE;
5150702;Musée de l'Argonne Viard-Morel;2018;GRAND EST;SAINTE-MENEHOULD;01/02/2003;1355;1110;2465;;;MARNE;
5427401;Musée de l'Histoire du Fer;2018;GRAND EST;JARVILLE-LA-MALGRANGE;01/02/2003;6125;13634;19759;;;MEURTHE ET MOSELLE;
5432901;Musée du Château de Lunéville;2018;GRAND EST;LUNEVILLE;01/02/2003;37242;114559;151801;;;MEURTHE ET MOSELLE;
5443101;"Musée ""au Fil du Papier""";2018;GRAND EST;PONT-A-MOUSSON;01/02/2003;1452;2249;3701;;;MEURTHE ET MOSELLE;
5744801;Musée Départemental du Sel;2018;GRAND EST;MARSAL;01/02/2003;;;;F;;MOSELLE;
5753701;Musée de la Mine - Carreau Wendel;2018;GRAND EST;PETITE-ROSSELLE;01/02/2003;34315;12000;46315;;;MOSELLE;
5754001;Musée Militaire et Erckmann-Chatrian;2018;GRAND EST;PHALSBOURG;01/02/2003;578;242;820;;;MOSELLE;
5763001;Musée du Pays de Sarrebourg;2018;GRAND EST;SARREBOURG;01/02/2003;8233;8391;16624;;;MOSELLE;
5763102;Moulin de la Blies - Musée des Techniques Faïencières (+ Jardin d'Hiver, Musée de La Faïence);2018;GRAND EST;SARREGUEMINES;01/02/2003;12279;20014;32293;;;MOSELLE;
8816001;Musée Départemental d'Art Ancien et Contemporain;2018;GRAND EST;EPINAL;01/02/2003;3297;14838;18135;;;VOSGES;
8838302;Musée Charles Friry;2018;GRAND EST;REMIREMONT;11/08/2002;495;1145;1640;;;VOSGES;
9711701;Musée Précolombien Edgar Clerc;2018;GUADELOUPE;LE MOULE;01/02/2003;0;11030;11030;;;GUADELOUPE;
0236102;Familistère de Guise;2018;HAUTS-DE-FRANCE;GUISE;01/02/2003;62963;2933;65896;;;AISNE;
0269102;Musée des Beaux-Arts Antoine Lecuyer;2018;HAUTS-DE-FRANCE;SAINT-QUENTIN;01/02/2003;2597;9789;12386;;;AISNE;
0272201;Musée Municipal de Soissons;2018;HAUTS-DE-FRANCE;SOISSONS;01/02/2003;7447;8000;15447;;;AISNE;
5906701;Musée du Mont-de-Piété;2018;HAUTS-DE-FRANCE;BERGUES;01/02/2003;458;2205;2663;;;NORD;
5912202;Musée Diocésain d'Art Sacré;2018;HAUTS-DE-FRANCE;CAMBRAI;01/02/2003;0;250;250;;;NORD;
5913901;Musée des Dentelles et Broderies;2018;HAUTS-DE-FRANCE;CAUDRY;31/03/2016;9641;4648;14289;;;NORD;
5917201;Musée d'Archéologie et d'Histoire Locale;2018;HAUTS-DE-FRANCE;DENAIN;01/02/2003;0;958;958;;;NORD;
5918304;Lieu d'Art et Action Contemporaine de Dunkerque - LAAC;2018;HAUTS-DE-FRANCE;DUNKERQUE;01/02/2003;6121;21219;27340;;;NORD;
5918303;Musée Portuaire;2018;HAUTS-DE-FRANCE;DUNKERQUE;01/02/2003;30153;31744;61897;;;NORD;
5929501;Musée Municipal d'Hazebrouck;2018;HAUTS-DE-FRANCE;HAZEBROUCK;01/02/2003;621;4638;5259;;;NORD;
5935004;Musée de l'Hospice Comtesse;2018;HAUTS-DE-FRANCE;LILLE;01/02/2003;21140;34654;55794;;;NORD;
5900901;LAM - Lille Métropole Musée d'Art Moderne, d'Art Contemporain et d'Art Brut;2018;HAUTS-DE-FRANCE;VILLENEUVE-D'ASCQ;01/02/2003;86815;44957;131772;;;NORD;
6015903;Musée national de la Voiture et du Tourisme (Annexe du musée National du Château de Compiègne);2018;HAUTS-DE-FRANCE;COMPIEGNE;06/01/2002;;;;;;OISE;"6015901 ; 6015903"
6015904;Musée Antoine Vivenel;2018;HAUTS-DE-FRANCE;COMPIEGNE;01/02/2003;901;13836;14737;;;OISE;
6015905;Musée de la Figurine Historique;2018;HAUTS-DE-FRANCE;COMPIEGNE;01/02/2003;4431;3589;8020;;;OISE;
6039501;Musée de la Nacre et de la Tabletterie;2018;HAUTS-DE-FRANCE;MERU;18/04/2008;12389;4619;17008;;;OISE;
6204102;Musée des Beaux-Arts;2018;HAUTS-DE-FRANCE;ARRAS;06/01/2002;50902;27467;78369;;;PAS-DE-CALAIS;
6276701;Musée Municipal Bruno Danvin;2018;HAUTS-DE-FRANCE;SAINT-POL-SUR-TERNOISE;01/02/2003;0;3415;3415;;;PAS-DE-CALAIS;
8062002;Musée-Historial de la Grande Guerre;2018;HAUTS-DE-FRANCE;PERONNE;01/02/2003;118114;13347;131461;;;SOMME;
9202301;Fondation Arp;2018;ILE-DE-FRANCE;CLAMART;16/12/2003;1821;1185;3006;;;HAUTS DE SEINE;
9204001;Musée Français de la Carte à Jouer;2018;ILE-DE-FRANCE;ISSY-LES-MOULINEAUX;01/02/2003;4506;20653;25159;;;HAUTS DE SEINE;
9207301;MUS - Musée d'Histoire Urbaine et Sociale;2018;ILE-DE-FRANCE;SURESNES;01/02/2003;4589;6721;11310;;;HAUTS DE SEINE;
7510307;Musée Carnavalet-Histoire de Paris;2018;ILE-DE-FRANCE;PARIS;08/07/2004;0;8800;8800;;;PARIS;"7510307 ; 7510403 ; 7511402"
7511402;Les Catacombes;2018;ILE-DE-FRANCE;PARIS;;398400;81600;480000;;;PARIS;"7510307 ; 7510403 ; 7511402"
7510901;Etablissement public du musée national J.J. Henner et du musée national G. Moreau / Musée National Gustave Moreau;2018;ILE-DE-FRANCE;PARIS;06/01/2002;20170;21557;41727;;;PARIS;
7511701;Etablissement public du musée national J.J. Henner et du musée national G. Moreau/ Musée National Jean-Jacques Henner;2018;ILE-DE-FRANCE;PARIS;06/01/2002;6549;6104;12653;;;PARIS;
7510603;Etablissement public du musée d'Orsay et de l'Orangerie - Musée Hébert;2018;ILE-DE-FRANCE;PARIS;06/01/2002;;;;F;;PARIS;
7511801;Musée de Montmartre;2018;ILE-DE-FRANCE;PARIS;01/02/2003;94596;12524;107120;;;PARIS;
